Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@zoeilungaluabe2,@jordanielby1 @soniarolley @UNICEF @RFI @Presidence_RDC @PrimatureRDC @NkoyJoseph @BrunoTshibala Kabila doit degage !,2017-09-19 19:45:57,fr,,4.0,2.0,@jordanielby1,zoeilunga@kb,"Ingnieur en commutation,et Analyste politologue Les peuples d abord@katumbi president! Je ne cesse jamais de dire la verite meme si le monde mes refuse,,.",1877.0,2190.0,288.0,86.0,0.0,False,,
@zoeilungaluabe2,RT @jordanielby1: @soniarolley @RFI Pour avoir la paix en rdc Kabila est sa bandes doit degage ! https://t.co/fDoOywA2YS,2017-09-19 19:44:30,fr,,0.0,2.0,,zoeilunga@kb,"Ingnieur en commutation,et Analyste politologue Les peuples d abord@katumbi president! Je ne cesse jamais de dire la verite meme si le monde mes refuse,,.",1877.0,2190.0,288.0,86.0,0.0,False,,
@Mutombolaurent,RT @jordanielby1: @EmmanuelMacron @TV5MONDE Qui aboutira a une enieme transition dont Kabila sera le principale beneficiaire ! @fatshi13 @M…,2017-09-19 19:44:19,fr,,0.0,5.0,,Mutombo Laurent,Sociologue et defenseur des droits humains,6745.0,5192.0,2018.0,1406.0,4.0,False,,
@Charles_muk,"RT @IgnazioMagnani: Bonjour Kinshasa! 🇨🇩
La @Space_Station sera bien
💫 visible a l œil nu a 19h00 🕖
 ..
🌍@radiookapi @soniarolley @MrBasabo…",2017-09-19 19:36:58,fr,,0.0,18.0,,Mkg,#StriveForGreatness,11146.0,1716.0,192.0,559.0,7.0,False,,
@AlibabaRDC,"RT @BillyKambale1: Jeune, si tu n es pas pret a donner ton sang pour ta patrie ne te plaint pas. Disons non au tyran @soniarolley  @SoraZiZ…",2017-09-19 19:33:51,fr,,0.0,26.0,,ALI BABA,curieux de tout,19909.0,25967.0,909.0,2888.0,7.0,False,,
@zoeilungaluabe2,RT @jordanielby1: @soniarolley @EmmanuelMacron @realDonaldTrump  pourquoi laissez Joseph Kabila massacre mes compatriotes votre silence nou…,2017-09-19 19:31:43,fr,,0.0,4.0,,zoeilunga@kb,"Ingnieur en commutation,et Analyste politologue Les peuples d abord@katumbi president! Je ne cesse jamais de dire la verite meme si le monde mes refuse,,.",1877.0,2190.0,288.0,86.0,0.0,False,,
@INSOUMISERDC,Pyromane pompier https://t.co/OVVhej255m,2017-09-19 19:30:44,und,CA,1.0,0.0,,LA RDC INSOUMISE,"CONGO HIER, CONGO AUJOURD HUI, CONGO DEMAIN. CONGO FOREVER
POLeMISTE, 
DISCIPLE DE SAUL DAVID ALINSKY",6657.0,588.0,634.0,947.0,4.0,False,,
@KambereSowa,@soniarolley Qu il commence par le sien!!!😏,2017-09-19 19:29:33,fr,,0.0,0.0,@soniarolley,Congolicious,What doesn t kill you only makes you stronger... ☝✨,1139.0,1046.0,99.0,162.0,0.0,False,,
@zoeilungaluabe2,RT @jordanielby1: @EmmanuelMacron @TV5MONDE Qui aboutira a une enieme transition dont Kabila sera le principale beneficiaire ! @fatshi13 @M…,2017-09-19 19:24:13,fr,,0.0,5.0,,zoeilunga@kb,"Ingnieur en commutation,et Analyste politologue Les peuples d abord@katumbi president! Je ne cesse jamais de dire la verite meme si le monde mes refuse,,.",1877.0,2190.0,288.0,86.0,0.0,False,,
@patrickmutambay,@BillyKambale1 @SoraZiZ @soniarolley @MichelMoto1 https://t.co/ute2PBwHvo,2017-09-19 19:11:11,und,,0.0,0.0,@BillyKambale1,Patrick Kabuya,,34223.0,15013.0,2960.0,14057.0,23.0,False,,
@bouryaba,"RT @BillyKambale1: Jeune, si tu n es pas pret a donner ton sang pour ta patrie ne te plaint pas. Disons non au tyran @soniarolley  @SoraZiZ…",2017-09-19 19:09:45,fr,,0.0,26.0,,Marc Bouryaba,"membre FNC. 
conservateur republicain.",1035.0,3369.0,77.0,136.0,1.0,False,,
@Saphnatpanea,RT @sindika_dokolo: @FloribertAnzu @MartinFayulu @Balufu @MichaelTshi @carbonewa @bob_vanderhoeve @JeanClaudekat2 @kinshasaweb @soniarolley…,2017-09-19 19:09:23,fr,,0.0,39.0,,Ephraim MIKADO ,"Youth belong to mankind, kind-hearted with good people i m an advocate of a great phenomenal change in #DRC right now
you ll never walk alone
@LFC supporterTX",213490.0,74.0,489.0,1303.0,457.0,False,,
@moise_mirevo,"RT @BillyKambale1: Jeune, si tu n es pas pret a donner ton sang pour ta patrie ne te plaint pas. Disons non au tyran @soniarolley  @SoraZiZ…",2017-09-19 19:08:42,fr,,0.0,26.0,,Moise Mirevo,ne le 27/07/1983,150.0,44.0,120.0,29.0,0.0,False,,
@AnthonyBz01,@soniarolley Retour d l assassin sur son lieu du crime; apres avoir massacrer les kassaiens par l entremise d Bosha… https://t.co/tyfPdb4Biq,2017-09-19 19:00:59,fr,,0.0,0.0,@soniarolley,Anthony Bz,Simple Kongolais qui habite ailleurs mais dont le coeur est reste vivre dans la terre de ses ancetres...,186.0,120.0,89.0,24.0,0.0,False,,
@SoraZiZ,RT @lavitia: @BillyKambale1 @soniarolley @SoraZiZ @MichelMoto1 Je dis NON au tiran,2017-09-19 19:00:03,fr,,0.0,1.0,,iSoraya,"2017 = Family year/Mother of many/
Founded @nyota_drc⛦ with @sergemike/
#BDS,
Understanding,Service,Compassion,Love/
Happy and blessed, Faith & Victory/#Lucha➡",138476.0,39028.0,811.0,30639.0,209.0,False,,
@SoraZiZ,"RT @BillyKambale1: Jeune, si tu n es pas pret a donner ton sang pour ta patrie ne te plaint pas. Disons non au tyran @soniarolley  @SoraZiZ…",2017-09-19 18:59:57,fr,,0.0,26.0,,iSoraya,"2017 = Family year/Mother of many/
Founded @nyota_drc⛦ with @sergemike/
#BDS,
Understanding,Service,Compassion,Love/
Happy and blessed, Faith & Victory/#Lucha➡",138476.0,39028.0,811.0,30639.0,209.0,False,,
@bashir_khalim,"RT @soniarolley: #RDC #Tanganyika : l opposant Nathan Mughiso arrete une 1ere fois avant visite de J. Kabila, puis relache. a nouveau arret…",2017-09-19 18:55:30,fr,,0.0,16.0,,Bashir Khalim,"congolais, Membre du front citoyens 2016 , soutient a 200% le president Moise Katumbi chapwe  pour sa candidature presidentielle.",22302.0,8038.0,106.0,326.0,15.0,False,,
@UpioBienvenu,@soniarolley Banamura qu il a recrute.,2017-09-19 18:45:52,fr,,0.0,0.0,@soniarolley,UPIO BIENVENU,,238.0,13.0,197.0,15.0,0.0,False,,
@kilulasteve,"RT @IgnazioMagnani: Bonjour Kinshasa! 🇨🇩
La @Space_Station sera bien
💫 visible a l œil nu a 19h00 🕖
 ..
🌍@radiookapi @soniarolley @MrBasabo…",2017-09-19 18:39:39,fr,,0.0,18.0,,SEKOULA,"CEO (Entrepreneur),student in Economics and Development/Business Administration,Political analyst. Son of God,main motivator for young.My tweets are mine",84450.0,85853.0,499.0,3039.0,132.0,False,,
@SimeonNday,@DiplomatieRdc @ONU_fr @kikayabinkarubi @LFUTCFM @TopCongo @Tresor_k @charleskabuya @JeanineMabunda @AssembleeN… https://t.co/ksrSlHLS0b,2017-09-19 18:35:18,fr,,0.0,0.0,@DiplomatieRdc,Simeon NDAYE K.,Vice-President du MR Jette. Conseiller politique et charge de communication @MR_officiel,580.0,13.0,972.0,310.0,12.0,False,,
@binamakabelu,@soniarolley J Kabila est lui meme 7 firce du mal car il a recrute des mercenaires rwandais et les bana mura et arm… https://t.co/uulYJd2zMG,2017-09-19 18:30:49,fr,,1.0,0.0,@soniarolley,Binama Kabelu,,659.0,63.0,252.0,21.0,0.0,False,,
@SteveFwasa,@soniarolley c est irresponsable ce genre de declaration...,2017-09-19 18:13:10,fr,,0.0,0.0,@soniarolley,Steve Fwasa,,217.0,24.0,156.0,16.0,0.0,False,,
@PrinceOlivierOr,"@BillyKambale1 @up_dominique @soniarolley @SoraZiZ @MichelMoto1 Les acteurs politiques ont decu, donc il faut etudier d autres solutions.",2017-09-19 18:11:47,fr,,0.0,0.0,@BillyKambale1,Prince-Olivier,Economiste de formation. J embrasse l humanite pour faire le bien et la paix dans le monde. L amour du prochain sans barrieres.,8.0,22.0,87.0,12.0,0.0,False,,
@KamungaMukanya,@DiplomatieRdc @ONU_fr @kikayabinkarubi @LFUTCFM @TopCongo @Tresor_k @charleskabuya @JeanineMabunda @AssembleeN… https://t.co/Rxb1tQOnFL,2017-09-19 18:09:41,fr,,0.0,0.0,@DiplomatieRdc,KAMUNGA MUKANYA JOHN,"John Kamunga Mukanya Est Ne a Katanda Dans La Province Du Kasai Oriental, Etudiant En G2 INFO D GESTION A L ISP MBUJIMAYI",99.0,5.0,29.0,0.0,0.0,False,,
@MikeKabeya9,@KuliJohn @soniarolley Comme Des responsables vous dites ? cad ?,2017-09-19 18:07:47,fr,,0.0,0.0,@KuliJohn,Ensemble nsvaincrons,Patriote de la rdc 《Mon pays va mal》,1620.0,2379.0,260.0,135.0,0.0,False,,
@MikeKabeya9,"@soniarolley Non celui jkk qui a creer ce desordre, il a ordonne le meurtre d un chef coutumier qui etait contre lu… https://t.co/YMmv0DSP49",2017-09-19 18:05:04,fr,,0.0,0.0,@soniarolley,Ensemble nsvaincrons,Patriote de la rdc 《Mon pays va mal》,1620.0,2379.0,260.0,135.0,0.0,False,,
@NgwanzaViolette,@soniarolley En esperant qu il fasse egalement le meme exercice !,2017-09-19 18:01:14,fr,,2.0,0.0,@soniarolley,Violette Ngwanza,Je reve d un etat de droit ou la justice sera au service de tous; d une nouvelle classe politique consciente des enjeux pour le developpement du Congo,382.0,509.0,209.0,159.0,0.0,False,,
@KamungaMukanya,"@soniarolley @ChBoisbouvier @BrunoTshibala @RFI Tout Ceci C est Leur Facon De Ns Aveugler ,  Que L opposition Laisse Jk Tranquille",2017-09-19 17:59:10,fr,,0.0,0.0,@soniarolley,KAMUNGA MUKANYA JOHN,"John Kamunga Mukanya Est Ne a Katanda Dans La Province Du Kasai Oriental, Etudiant En G2 INFO D GESTION A L ISP MBUJIMAYI",99.0,5.0,29.0,0.0,0.0,False,,
@kanyerepierrot,@soniarolley @AmbassadorIleka Qui doit faire un examen de conscience??? Je comprend plus rien la...,2017-09-19 17:52:47,fr,,0.0,0.0,@soniarolley,Kanyere Pierrot,,5817.0,6829.0,397.0,201.0,3.0,False,,
@muenakalaba1,@soniarolley Personne n est dupe ds cette histoire de massacres Kasaiens,2017-09-19 17:43:08,fr,,0.0,0.0,@soniarolley,muenakalaba,,1097.0,1490.0,75.0,64.0,0.0,False,,
@WNkofembo,"@soniarolley Est ce qu il sait de quoi, il parle? Il recite ce qu on lui a ecrit comme d habitude.",2017-09-19 17:40:35,fr,,2.0,0.0,@soniarolley,wano wa nkofembo,Je suis nee a Bolenge a  10 km de Mbandaka. Je deteste ce qu est devenue le Congo de mon enfance et ma province.Le Congo a tout pour etre le Quatar ou Dubai.,3939.0,4157.0,271.0,144.0,0.0,False,,
@ubT1mlyK0AzpbH3,RT @giremaki: Dites au noce que le retour a la paix passe par la predicat° de l amour du prochain selon l evangile de Jesus notre sauveur e…,2017-09-19 17:38:56,fr,,0.0,7.0,,CAVE CANEM,,25359.0,8728.0,4.0,276.0,7.0,False,,
@murex720,RT @akidakambo1: Et lui #JKabila a t-il un coeur? Tout est survenu parce qu il n a pas respecte l accord de Saint Sylvestre en roulant  @ra…,2017-09-19 17:33:13,fr,,0.0,8.0,,Rex Mumba,coordonnateur de collectif jeunes Katumbiste Cojeka #RDC et Membre du @rassopp,6958.0,1674.0,1082.0,1357.0,14.0,False,,
@ubT1mlyK0AzpbH3,@MonRdc @kamanda_kela @patrickmutambay @mbuyi_henry @MukadiBamuanya @MMupfuni @fistonkamanda @LiteAndre… https://t.co/tT7zZ3lzE1,2017-09-19 17:29:49,fr,,0.0,0.0,@MonRdc,CAVE CANEM,,25359.0,8728.0,4.0,276.0,7.0,False,,
@tresinsolent,@kagale80mugisho @kamanda_kela @patrickmutambay @mbuyi_henry @MukadiBamuanya @MMupfuni @fistonkamanda @LiteAndre… https://t.co/e8VummxDdR,2017-09-19 17:29:04,tr,,0.0,0.0,@kagale80mugisho,Joseph Lordure,"Activiste dans l ame et defenseur des droits et libertes, il vaut mieux etre grossier et honnete que poli et malhonnete. Kabila ne partira que par la force.",73027.0,25610.0,8297.0,21220.0,38.0,False,,
@utnas,Merci pour votre contre enquete sur les massacres du kasai qui met en lumiere les vrais acteurs du drame au Congo. https://t.co/PPOeosVlfM,2017-09-19 17:28:30,fr,,0.0,0.0,,Dooley,,1306.0,274.0,300.0,132.0,8.0,False,,
@101zewa,"@bob_vanderhoeve @soniarolley vraiment il se moque de tt le monde ici,il ns prend pr d cons,cons les vrais cons sont ses ministres,pas nous😺",2017-09-19 17:25:47,fr,,0.0,0.0,@bob_vanderhoeve,guy Nzewanga,medical doctor,2018.0,8674.0,986.0,394.0,0.0,False,,
@onbazin,Est-ce pour combattre les forces du mal que JK garde une barbe hirsute? Et quand dansera-t-il nu sur la place du vi… https://t.co/YtANjvgULR,2017-09-19 17:20:51,fr,,0.0,0.0,,Nkolo Histoire,"Ingenieur, chef de projet informatique.",11547.0,4742.0,322.0,2049.0,15.0,False,,
@KKALALA,@soniarolley Et les morts ?,2017-09-19 17:15:59,fr,,2.0,0.0,@soniarolley,Kally Kalala Kakese,"Financier de formation de l Universite de Kinshasa, analyste sportif et politique independant.",2055.0,556.0,698.0,1214.0,1.0,False,,
@arcbelgique,"RT @IgnazioMagnani: Bonjour Kinshasa! 🇨🇩
La @Space_Station sera bien
💫 visible a l œil nu a 19h00 🕖
 ..
🌍@radiookapi @soniarolley @MrBasabo…",2017-09-19 17:15:23,fr,,0.0,18.0,,ARC BENELUX,,6458.0,2360.0,449.0,1719.0,11.0,False,,
@donbish5,@IgnazioMagnani @SoraZiZ @Space_Station @radiookapi @soniarolley @MrBasabose @Bizzoly @USEmbKinshasa @DMukokoSamba… https://t.co/InFr8iGcdT,2017-09-19 17:15:05,fr,,2.0,0.0,@IgnazioMagnani,#DeboutCongolais,"Artificial Intelligence and 
Information Systems Management.
 Observateur Politique Congolais.
I m 100% #FrontCitoyen2016. 
Mon Dieu, Ma famille, Mon Congo",48575.0,16677.0,181.0,5970.0,69.0,False,,
@KabongoRichard4,"RT @mahanguHM: @soniarolley Et la sienne en tant que President De La Republique - garant de la Nation ? Incroyable , Il Vient 8 mois apres,…",2017-09-19 17:08:21,fr,,0.0,4.0,,Kabongo Richard,Sport Sport Actualite International,82.0,62.0,110.0,0.0,0.0,False,,
@VMukulungu,@soniarolley A - t- il fait le sien?,2017-09-19 17:02:53,fr,,0.0,0.0,@soniarolley,A.V.Mukulungu,Diplome en sciences de l information et de la communication. Fondateur de l entreprise   positive energy concept  .Exploitant agro-pastoral.,358.0,110.0,93.0,17.0,0.0,False,,
@yims7,"RT @BillyKambale1: Jeune, si tu n es pas pret a donner ton sang pour ta patrie ne te plaint pas. Disons non au tyran @soniarolley  @SoraZiZ…",2017-09-19 16:55:01,fr,,0.0,26.0,,Yims Yindula Ngoy,"Tech student, former @RadioOkapi IT Officer. Proud of my people. Views are my own. RT isn t an endorsement. #Telema #RDC #DRC #Yebela #Ekoki #RipTshitshi #Beni",11253.0,4168.0,723.0,1509.0,15.0,False,,
@elmejoredux,"RT @IgnazioMagnani: Bonjour Kinshasa! 🇨🇩
La @Space_Station sera bien
💫 visible a l œil nu a 19h00 🕖
 ..
🌍@radiookapi @soniarolley @MrBasabo…",2017-09-19 16:54:48,fr,,0.0,18.0,,Eduardo Valenzuela U,,14531.0,184.0,232.0,95.0,3.0,False,,
@PathyDaniel,"@soniarolley si il pouvait faire la correction de cet examen de conscience, il se rendra compte que la RePONSE  est biometrique   KABILA   ",2017-09-19 16:54:27,fr,,0.0,0.0,@soniarolley,Pathy Daniel makoyi,01,20.0,17.0,60.0,4.0,0.0,False,,
@JKiula,J ai jamais vu qlq1 d si stupide q c gars qui tente d legaliser la fraude. C pathetique. @Observateurs… https://t.co/adKKqyvTbb,2017-09-19 16:53:27,fr,,1.0,0.0,,Paluku K,,175.0,52.0,120.0,10.0,0.0,False,,
@Brave2,@soniarolley S il pouvait lui meme faire un examen de conscience sur sa responsabilite en tant que «chef des armes» et «garant» de la nation,2017-09-19 16:45:01,fr,,0.0,0.0,@soniarolley,Camille SALUMU,"ANARCHISTE MODERNE, et politologue de formation. Marie et pere de famille. Toujours optimiste.",3608.0,5911.0,938.0,1190.0,2.0,False,,
@Olivier_Dians,"""Les forces du mal""... ""ideologie mystico-tribale"". Expressions depourvues de tout sens... https://t.co/SzH9VYJhRl",2017-09-19 16:43:42,fr,FR,1.0,0.0,,Olivier Diansosa,#Avocat ||Chercheur || Defenseur des Droits humains. I m working for the development in my country. La #RDC doit cesser de demeurer encore un pays qui trottine.,17006.0,15297.0,696.0,6546.0,33.0,False,,
@Annette_Roels,🤢🇨🇩 https://t.co/u8LE3zE5x7,2017-09-19 16:42:36,und,,0.0,0.0,,Annette Roels,Rechtuit. Vrijdenker. Ik geloof ENKEL in wat ik zelf kan waarnemen! NIET in religieuze fabels...! LEVE KARMA ♥,45079.0,38495.0,371.0,609.0,45.0,False,,
@Congovision2050,RT @jordanielby1: @Congovision2050 @soniarolley Nous devons denonce sur @ONU_fr  avant Kabila puisse arrivee la @EmmanuelMacron @realDonald…,2017-09-19 16:41:35,fr,,0.0,5.0,,Dimanya Nyembwe,"What legacy will you leave for DRC, Africa and the World. Peace Leadership, Health Technology and Innovation",7302.0,333.0,4693.0,3272.0,22.0,False,,
@IndjassaGermain,"@soniarolley Sonia, dites-lui, qu il est le seul avec sa clique a croire en son mensonge. Merci.",2017-09-19 16:39:47,fr,,0.0,0.0,@soniarolley,Germain INDJASSA,Peace studies Researcher.,855.0,205.0,142.0,80.0,1.0,False,,
@mutsy000,"@soniarolley ca y est ce que tout le monde redoutait est arrive, Joseph kabila rejette la responsabilite des crimes… https://t.co/gGPmA7uzsr",2017-09-19 16:37:41,fr,,0.0,0.0,@soniarolley,MUKADI TSHIPAMBA,,13129.0,2.0,583.0,402.0,8.0,False,,
@TheManInWhite17,"Le meurtrier et commanditaire joue le moraliste. A sa place, je me tairais a tout jamais coe ds ses habitudes. 1 an… https://t.co/6E1AcoFzCH",2017-09-19 16:32:41,fr,,1.0,0.0,,Article64.1_Applicat,La liberation de la RDC est ma motivation dans le combat pour la Liberte,8359.0,6484.0,499.0,412.0,3.0,False,,
@noelbasembewika,"RT @noelbasembewika: @soniarolley Chaque epoque de l histoire a  
ses grands criminels.Voila un qui se croit trop solide,osant mm traumatis…",2017-09-19 16:32:32,fr,,0.0,1.0,,NOËL BASEMBE WIKA,"ANALYSTE POLITIQUE,ex-membre du MLC et de RSF de Lunda Bululu
noel_basembe@yahoo.fr",395.0,230.0,279.0,80.0,1.0,False,,
@Wema87033755,"@soniarolley Ooh ! Une milice, si ce pas de la kabilie et on veut accuser les autres. L escroquerie de passeport et… https://t.co/9aaTi5b0uI",2017-09-19 16:31:32,fr,,0.0,0.0,@soniarolley,Wema issa Robert,"Ne 17,10,1984",29.0,28.0,119.0,8.0,0.0,False,,
@Kitenge_Musuni,"RT @BillyKambale1: Jeune, si tu n es pas pret a donner ton sang pour ta patrie ne te plaint pas. Disons non au tyran @soniarolley  @SoraZiZ…",2017-09-19 16:31:26,fr,,0.0,26.0,,Kitenge Musuni,Journaliste a @RDCAfrikFoot. Communicateur social.,6164.0,6016.0,1145.0,297.0,4.0,False,,
@hyposa1,@soniarolley En commencant par lui et il devrait rendre le tablier dixit😭😭😭,2017-09-19 16:30:12,fr,,0.0,0.0,@soniarolley,hypolite kanambe,Dieu est amour,145.0,54.0,526.0,39.0,0.0,False,,
@LagraceNgoie1,@soniarolley Sans importance cette rencontre car il doit partir de gre ou de force,2017-09-19 16:30:01,fr,,0.0,0.0,@soniarolley,LagraceNgoie,,2.0,0.0,27.0,0.0,0.0,False,,
@Matende12,RT @akidakambo1: Et lui #JKabila a t-il un coeur? Tout est survenu parce qu il n a pas respecte l accord de Saint Sylvestre en roulant  @ra…,2017-09-19 16:25:45,fr,,0.0,8.0,,Matende,Chercheuse independante,523.0,428.0,313.0,129.0,0.0,False,,
@noelbasembewika,"@soniarolley Chaque epoque de l histoire a  
ses grands criminels.Voila un qui se croit trop solide,osant mm trauma… https://t.co/tuvqxW1zwS",2017-09-19 16:23:11,fr,,0.0,1.0,@soniarolley,NOËL BASEMBE WIKA,"ANALYSTE POLITIQUE,ex-membre du MLC et de RSF de Lunda Bululu
noel_basembe@yahoo.fr",395.0,230.0,279.0,80.0,1.0,False,,
@Wema87033755,@DiplomatieRdc @soniarolley @ONU_fr @djinnitsaid @kikayabinkarubi @FondationBLS @Congo_Avenir @mulumbajam @rognday… https://t.co/G0UwLvKI5x,2017-09-19 16:22:46,fr,,0.0,0.0,@DiplomatieRdc,Wema issa Robert,"Ne 17,10,1984",29.0,28.0,119.0,8.0,0.0,False,,
@Lechacalenrage,@soniarolley Et lui sa conscience ou il a oublie? S il en a...,2017-09-19 16:22:18,fr,,0.0,0.0,@soniarolley,Le chacal enrage,Contre Kabila en tout et pour tout...😡🇨🇩,590.0,54.0,365.0,97.0,0.0,False,,
@UzangCom,RT @jordanielby1: @Congovision2050 @soniarolley Nous devons denonce sur @ONU_fr  avant Kabila puisse arrivee la @EmmanuelMacron @realDonald…,2017-09-19 16:19:00,fr,,0.0,5.0,,martin uzang,"NIKATIN ARUUND IN AWONSU ,CHINAWEJ ATUTAKELANY MWAN KURUTU ETU  AWONSU NI KULANGWISH KUVUD KUD AKADIVAR  IN AWONSU. ANCH WOVANY ZONG ... MWANI TWAJIKISH MWAN.",2841.0,1009.0,4497.0,443.0,1.0,False,,
@UzangCom,RT @Congovision2050: @soniarolley @jordanielby1 Epargner nous des conneries de ce voyou d Hypolite kanambe fondateur des bana Mura. Franche…,2017-09-19 16:18:47,fr,,0.0,4.0,,martin uzang,"NIKATIN ARUUND IN AWONSU ,CHINAWEJ ATUTAKELANY MWAN KURUTU ETU  AWONSU NI KULANGWISH KUVUD KUD AKADIVAR  IN AWONSU. ANCH WOVANY ZONG ... MWANI TWAJIKISH MWAN.",2841.0,1009.0,4497.0,443.0,1.0,False,,
@JosuLutumba01gm,@soniarolley il n as pas de lecon a donne autres c est un criminel,2017-09-19 16:18:44,fr,,0.0,0.0,@soniarolley,Josue Lutumba,,3.0,1.0,83.0,3.0,0.0,False,,
@lwiri1,RT @Nikimalanda: @soniarolley @RFI Meme en prison #Diomi reste la principale figure de la resistance contre le regime liberticide de Kanamb…,2017-09-19 16:17:32,fr,,0.0,2.0,,Kimpa Vita #RDC #DRC,1985,5997.0,3397.0,626.0,1536.0,10.0,False,,
@kinshasaweb,RT @bob_vanderhoeve: 🚨🚨KABILA se moque completement des congolais !! https://t.co/nOdp3LEaoO,2017-09-19 16:15:06,fr,,0.0,3.0,,#LePaysVaTresMal🇨🇩,Twitter officiel de https://t.co/R42GiHkP0w ..Mes tweets s engagent vers l Afrique... service@congo-kinshasaweb.net I #BBM: D87E3D28,296902.0,53719.0,986.0,8119.0,1214.0,False,,
@jordanielby1,RT @jordanielby1: @Congovision2050 @soniarolley Nous devons denonce sur @ONU_fr  avant Kabila puisse arrivee la @EmmanuelMacron @realDonald…,2017-09-19 16:14:55,fr,,0.0,5.0,,jordanie1,"Etudiant en droit public.. je soutiens la liberte d opinions,la democratie,Etat des droits! je suis cadre du G7.",6638.0,5549.0,697.0,221.0,2.0,False,,
@jordanielby1,@Congovision2050 @soniarolley Nous devons denonce sur @ONU_fr  avant Kabila puisse arrivee la @EmmanuelMacron… https://t.co/F9MCI3pKnq,2017-09-19 16:14:38,fr,,6.0,5.0,@Congovision2050,jordanie1,"Etudiant en droit public.. je soutiens la liberte d opinions,la democratie,Etat des droits! je suis cadre du G7.",6638.0,5549.0,697.0,221.0,2.0,False,,
